listing_id,company,internship_title,domain,mode,location,country,stipend,stipend_currency,duration_months,required_skills,num_required_skills,bonus_skills,min_cgpa_required,min_year_required,eligible_branches,degree_required,experience_required,ppo_offered,certificate_provided,total_openings,total_applicants,posted_on,apply_by,company_tier,skill_coverage_score,is_relevant
LIST0244,WazirX,Blockchain Intern,Blockchain,On-site,Pune,India,28061,INR,3,Ethereum|Rust|DeFi,3,IPFS|MetaMask,5.0,2,AI & Data Science|Computer Science|Information Technology|Computer Engineering|Electronics,BCA|B.E.|MCA,1-2 years,0,1,14,141,2024-10-08,2025-03-10,0,0.3,0
LIST0245,SentinelOne,Cybersecurity Intern,Cybersecurity,Hybrid,San Francisco,USA,3957,USD,6,Networking|Burp Suite|Python|OWASP|Nmap|Linux,6,Cryptography|Kali Linux,7.5,2,Information Technology|Electronics|Computer Science|AI & Data Science,BCA|M.Tech,0-1 year,1,1,1,6,2024-06-27,2025-12-21,1,0.55,1
LIST0246,DataRobot,Data Science Intern,Data Science,Remote,Remote,Singapore,3575,SGD,1,Excel|Statistics|SQL,3,Matplotlib|Seaborn,7.1,1,Information Technology|Computer Engineering|Electronics|Computer Science,B.E.|MCA,Fresher,0,1,17,128,2024-09-21,2025-02-12,1,0.25,0
LIST0247,STMicroelectronics,Embedded Systems / IoT Intern,Embedded Systems / IoT,Hybrid,New York,USA,3920,USD,6,Assembly|Sensors|IoT Protocols|C++,4,C|Arduino,7.2,2,AI & Data Science|Computer Engineering|Electronics|Information Technology,B.E.,Fresher,0,1,20,228,2024-10-18,2025-06-15,1,0.36,1
LIST0248,Apple,iOS Development Intern,iOS Development,Remote,Remote,Singapore,3916,SGD,3,Firebase|UIKit|Core Data|Combine,4,Swift|Xcode,5.7,3,Information Technology|Electronics|Computer Science,M.Tech,Fresher,0,1,9,10,2024-06-04,2025-08-01,1,0.4,1
LIST0249,Absolutdata,Data Science Intern,Data Science,On-site,Gurgaon,India,11545,INR,3,Pandas|NumPy|Matplotlib|Python,4,SQL|Excel,5.7,3,Computer Science|AI & Data Science|Computer Engineering,MCA,0-1 year,1,1,7,405,2024-12-26,2025-02-23,0,0.33,1
LIST0250,Krutrim,NLP / GenAI Intern,NLP / GenAI,On-site,Noida,India,8962,INR,1,LangChain|NLTK|spaCy,3,Transformers|Hugging Face,7.3,3,Computer Engineering|AI & Data Science|Electronics|Information Technology,B.Sc CS|B.Tech,Fresher,1,1,13,65,2024-12-14,2025-10-23,0,0.27,0
LIST0251,Detect Technologies,Computer Vision Intern,Computer Vision,Remote,Remote,India,12996,INR,6,Image Processing|NumPy|Python|Deep Learning,4,Keras|OpenCV,6.9,3,Computer Engineering|Information Technology,MCA|B.Tech|B.Sc CS,1-2 years,1,1,2,8,2024-10-11,2025-08-18,0,0.4,1
LIST0252,Licious,Data Engineering Intern,Data Engineering,Remote,Remote,India,15536,INR,2,Snowflake|Kafka|Python|Airflow|Hadoop,5,dbt|Scala,6.4,2,Computer Science|AI & Data Science,B.Sc CS|M.Tech,1-2 years,0,1,5,208,2024-11-17,2025-04-23,0,0.45,1
LIST0253,Zebi,Blockchain Intern,Blockchain,On-site,Gurgaon,India,18033,INR,1,Web3.js|Hardhat|Smart Contracts|Ethereum,4,Solidity|MetaMask,6.1,1,Information Technology|Computer Science,B.Tech|M.Tech|B.Sc CS,1-2 years,0,1,9,91,2024-11-13,2025-10-05,0,0.4,1
LIST0254,Swiggy,Web Development Intern,Web Development,On-site,Bangalore,India,21869,INR,3,Flask|Vue.js|Bootstrap|TypeScript|REST API,5,JavaScript|CSS,7.0,3,Electronics|AI & Data Science|Information Technology|Computer Engineering|Computer Science,B.Tech|MCA|B.Sc CS,1-2 years,0,1,7,173,2024-09-16,2025-02-24,0,0.38,0
LIST0255,Sprinklr,DevOps Intern,DevOps,Hybrid,Gurgaon,India,34567,INR,6,Prometheus|Ansible|Kubernetes|Terraform,4,Bash|Jenkins,7.5,1,Computer Science|Computer Engineering,BCA,1-2 years,0,1,14,172,2024-07-16,2025-03-24,0,0.36,0
LIST0256,Agara Labs,Machine Learning Intern,Machine Learning,Remote,Remote,India,15112,INR,1,Keras|XGBoost|Model Deployment|MLflow,4,Python|Jupyter,5.2,3,AI & Data Science|Electronics|Computer Science|Information Technology,M.Tech,1-2 years,1,1,17,752,2024-06-04,2025-10-22,0,0.4,1
LIST0257,Spotify,Android Development Intern,Android Development,On-site,London,UK,3846,GBP,3,Firebase|REST API|SQLite|Kotlin|Retrofit,5,Java|Android Studio,5.4,2,Computer Science|Information Technology,B.E.|BCA,1-2 years,0,1,2,79,2024-12-20,2025-11-27,1,0.5,1
LIST0258,Mad Street Den,Machine Learning Intern,Machine Learning,Hybrid,Bangalore,India,10109,INR,3,TensorFlow|Keras|PyTorch|Feature Engineering|XGBoost|Python,6,Jupyter|Scikit-learn,5.7,3,Computer Science|Electronics|Computer Engineering|AI & Data Science|Information Technology,M.Tech|B.Sc CS|MCA,Fresher,1,1,2,58,2024-06-11,2025-07-08,0,0.6,1
LIST0259,Tata Communications,Cybersecurity Intern,Cybersecurity,On-site,Kolkata,India,16812,INR,3,Networking|Cryptography|Python|Metasploit,4,Nmap|OWASP,7.3,3,Computer Engineering|AI & Data Science,MCA|B.Tech,Fresher,0,1,6,80,2024-09-28,2025-08-01,0,0.36,0
LIST0260,Okta,Cybersecurity Intern,Cybersecurity,On-site,New York,USA,3257,USD,6,Metasploit|Wireshark|Networking|Kali Linux,4,SIEM|Linux,5.1,3,Information Technology|Electronics|AI & Data Science|Computer Engineering,MCA,1-2 years,0,1,20,65,2024-12-13,2025-07-19,1,0.36,1
LIST0261,Tableau,Data Science Intern,Data Science,Hybrid,New York,USA,3688,USD,3,SciPy|Python|Pandas|Tableau|Seaborn,5,R|Excel,7.0,3,Electronics|AI & Data Science,BCA|M.Tech,0-1 year,1,1,15,215,2024-07-15,2025-07-20,1,0.42,1
LIST0262,Anthropic,NLP / GenAI Intern,NLP / GenAI,Remote,Remote,Singapore,3526,SGD,2,NLTK|LangChain|Vector DBs,3,spaCy|Python,6.6,2,AI & Data Science|Electronics|Computer Science|Computer Engineering|Information Technology,B.E.|M.Tech|BCA,Fresher,1,1,2,14,2024-09-11,2025-02-27,1,0.27,0
LIST0263,Browserstack,DevOps Intern,DevOps,Remote,Remote,India,24345,INR,1,Kubernetes|Git|Prometheus|Terraform|CI/CD|Linux,6,Bash|Ansible,5.4,1,Computer Science|Computer Engineering|AI & Data Science|Electronics,B.Sc CS|BCA,1-2 years,1,1,10,58,2024-10-25,2025-10-19,0,0.55,1
LIST0264,Sarvam AI,NLP / GenAI Intern,NLP / GenAI,Remote,Remote,India,15069,INR,1,Hugging Face|spaCy|GPT,3,OpenAI API|BERT,7.1,3,Computer Engineering|AI & Data Science|Computer Science,BCA|MCA|B.E.,Fresher,0,1,2,72,2024-07-20,2025-05-01,0,0.27,0
LIST0265,Flipkart,Data Engineering Intern,Data Engineering,On-site,Mumbai,India,14596,INR,6,ETL|Hadoop|Python,3,Apache Spark|Kafka,7.3,3,AI & Data Science|Computer Science,B.Sc CS|M.Tech|B.Tech,0-1 year,0,1,10,70,2024-07-07,2025-06-04,0,0.27,0
LIST0266,Scale AI,Machine Learning Intern,Machine Learning,Remote,Remote,Singapore,1200,SGD,3,Keras|MLflow|XGBoost|TensorFlow|Feature Engineering,5,Scikit-learn|Python,6.2,2,Information Technology|Computer Engineering,B.Sc CS,Fresher,0,1,18,850,2024-09-05,2025-12-10,1,0.5,1
LIST0267,Zoox,Computer Vision Intern,Computer Vision,Remote,Remote,Singapore,1783,SGD,3,YOLO|TensorFlow|Image Processing,3,NumPy|OpenCV,5.4,2,AI & Data Science|Computer Engineering|Information Technology,BCA,0-1 year,0,1,7,177,2024-11-23,2025-04-11,1,0.3,1
LIST0268,Fractal Analytics,Data Science Intern,Data Science,On-site,Gurgaon,India,13636,INR,2,SciPy|R|Seaborn|Python|Tableau|Statistics,6,NumPy|Pandas,6.3,3,Electronics|Computer Engineering,MCA|BCA,1-2 years,1,1,1,3,2024-08-24,2025-08-20,0,0.5,1
LIST0269,Hugging Face,Machine Learning Intern,Machine Learning,Remote,Remote,Singapore,1634,SGD,3,PyTorch|Model Deployment|MLflow|Jupyter|Scikit-learn|Keras,6,Feature Engineering|Python,5.7,3,Information Technology|Computer Science|Electronics,M.Tech|B.E.,0-1 year,1,1,11,141,2024-10-01,2025-02-07,1,0.6,1
LIST0270,Zoox,Computer Vision Intern,Computer Vision,Remote,Remote,Singapore,1644,SGD,6,MediaPipe|TensorFlow|Deep Learning|YOLO|PyTorch,5,OpenCV|NumPy,5.5,3,Computer Engineering|Electronics|Computer Science|AI & Data Science|Information Technology,B.Sc CS,0-1 year,0,1,5,190,2024-09-04,2025-09-24,1,0.5,1
LIST0271,Palantir,Data Science Intern,Data Science,On-site,London,UK,1901,GBP,2,Matplotlib|Excel|R|Statistics|Tableau|SciPy,6,NumPy|Python,5.3,2,Computer Science|Electronics|AI & Data Science|Computer Engineering,B.Tech,Fresher,0,1,19,175,2024-11-28,2025-02-16,1,0.5,1
LIST0272,CoRover.ai,NLP / GenAI Intern,NLP / GenAI,Hybrid,Mumbai,India,25266,INR,3,spaCy|Python|LangChain|Transformers,4,RAG|BERT,5.3,3,Computer Science|AI & Data Science,BCA,Fresher,1,1,15,615,2024-08-15,2025-01-26,0,0.36,1
LIST0273,HashiCorp,DevOps Intern,DevOps,On-site,Austin,USA,3701,USD,1,Grafana|Bash|Linux|CI/CD,4,Git|Docker,5.6,2,Computer Engineering|Information Technology|Electronics,BCA|M.Tech|B.Sc CS,1-2 years,1,1,4,85,2024-09-26,2025-03-22,1,0.36,1
LIST0274,King,Game Development Intern,Game Development,On-site,New York,USA,3419,USD,2,Game Physics|Unreal Engine|Blender|OpenGL|Godot,5,C++|C#,5.8,3,Information Technology|AI & Data Science|Electronics,M.Tech|BCA,0-1 year,0,1,18,602,2024-12-25,2025-07-25,1,0.5,1
LIST0275,Hasura,DevOps Intern,DevOps,On-site,Noida,India,31563,INR,2,Ansible|Terraform|CI/CD|Docker,4,Git|Prometheus,7.2,1,Electronics|Information Technology|AI & Data Science,M.Tech,1-2 years,0,1,2,6,2024-11-08,2025-05-28,0,0.36,0
LIST0276,Zomato,Web Development Intern,Web Development,Hybrid,Hyderabad,India,24522,INR,2,Node.js|TypeScript|REST API|Angular,4,JavaScript|HTML,6.3,2,Information Technology|Computer Science,BCA|B.Tech,Fresher,0,1,6,88,2024-11-20,2025-06-24,0,0.31,0
LIST0277,Minda Industries,Embedded Systems / IoT Intern,Embedded Systems / IoT,Remote,Remote,India,18787,INR,1,IoT Protocols|Assembly|MQTT|C,4,C++|Raspberry Pi,5.4,3,Information Technology|Electronics|AI & Data Science,MCA|B.Tech|B.E.,0-1 year,0,1,20,34,2024-07-17,2025-09-03,0,0.36,0
LIST0278,Mistral AI,NLP / GenAI Intern,NLP / GenAI,Hybrid,Berlin,Germany,1136,EUR,2,BERT|Hugging Face|spaCy,3,GPT|LangChain,5.0,1,Computer Science|Information Technology|Electronics,B.Sc CS,Fresher,0,1,5,29,2024-12-07,2025-07-05,1,0.27,0
LIST0279,Google Cloud,Cloud Computing Intern,Cloud Computing,Remote,Remote,Singapore,2974,SGD,6,Azure|IAM|Docker,3,Terraform|Linux,5.6,3,AI & Data Science|Electronics|Computer Science|Information Technology,B.E.|BCA,1-2 years,0,1,9,133,2024-06-26,2025-06-13,1,0.25,0
LIST0280,Epic Games,Game Development Intern,Game Development,Remote,Remote,Singapore,2699,SGD,6,Shader Programming|Game Physics|Blender|Unity|C++,5,OpenGL|Godot,6.6,1,Information Technology|AI & Data Science|Computer Science|Computer Engineering|Electronics,MCA,0-1 year,0,1,7,381,2024-09-05,2025-10-17,1,0.5,1
LIST0281,Microsoft,Machine Learning Intern,Machine Learning,Remote,Remote,Singapore,2200,SGD,2,Model Deployment|Feature Engineering|Scikit-learn,3,MLflow|Python,5.1,3,Electronics|Information Technology|Computer Engineering|AI & Data Science,MCA|M.Tech|BCA,1-2 years,1,1,17,651,2024-06-06,2025-04-13,1,0.3,1
LIST0282,Chargebee,Full Stack Development Intern,Full Stack Development,On-site,Kolkata,India,28813,INR,3,REST API|Node.js|Docker|Redis,4,PostgreSQL|React,5.4,2,Computer Engineering|AI & Data Science|Information Technology|Electronics,B.Sc CS|MCA,Fresher,0,1,17,182,2024-12-04,2025-07-18,0,0.4,1
LIST0283,Mobileye,Computer Vision Intern,Computer Vision,On-site,New York,USA,1964,USD,1,Deep Learning|Image Processing|OpenCV|Keras|Python,5,NumPy|PyTorch,7.1,2,Computer Engineering|Electronics|Information Technology|Computer Science,B.E.|B.Sc CS|MCA,0-1 year,0,1,16,298,2024-10-27,2025-09-28,1,0.5,1
LIST0284,Robinhood,iOS Development Intern,iOS Development,On-site,London,UK,3790,GBP,1,Swift|UIKit|Firebase|Combine|REST API,5,Xcode|CocoaPods,5.9,3,Computer Science|Electronics|Information Technology,M.Tech,0-1 year,0,1,15,620,2024-07-19,2025-11-09,1,0.5,1
LIST0285,Sarvam AI,NLP / GenAI Intern,NLP / GenAI,Hybrid,Chennai,India,9198,INR,3,RAG|Hugging Face|spaCy,3,LangChain|GPT,7.4,2,Information Technology|Computer Engineering|Computer Science,B.E.,1-2 years,0,1,20,879,2024-12-18,2025-07-19,0,0.27,0
LIST0286,Capgemini,Cloud Computing Intern,Cloud Computing,Remote,Remote,India,25980,INR,3,AWS|IAM|Docker|CI/CD|Linux|CloudFormation,6,Lambda|Kubernetes,6.3,3,AI & Data Science|Electronics|Information Technology,M.Tech,1-2 years,0,1,12,57,2024-06-24,2025-08-13,0,0.5,1
LIST0287,Tessolve,Embedded Systems / IoT Intern,Embedded Systems / IoT,Hybrid,Pune,India,31688,INR,1,PCB Design|Arduino|RTOS|C++|Raspberry Pi,5,Assembly|IoT Protocols,6.6,2,Information Technology|Computer Engineering|Electronics,B.Tech,Fresher,1,1,16,232,2024-08-16,2025-03-09,0,0.45,1
LIST0288,Paytm,Android Development Intern,Android Development,Hybrid,Kolkata,India,29315,INR,1,Android Studio|Java|SQLite|Kotlin|MVVM,5,Firebase|REST API,7.2,1,Computer Engineering|Computer Science|AI & Data Science,MCA|BCA|B.Tech,Fresher,0,1,16,313,2024-08-28,2025-07-19,0,0.5,0
LIST0289,Wipro,Cloud Computing Intern,Cloud Computing,Remote,Remote,India,15879,INR,3,IAM|CloudFormation|CI/CD|Linux|Kubernetes|AWS,6,Azure|Lambda,5.4,2,Computer Engineering|Computer Science,B.Sc CS,1-2 years,1,1,6,289,2024-07-16,2025-12-20,0,0.5,1
LIST0290,DataRobot,Data Science Intern,Data Science,Hybrid,Seattle,USA,1895,USD,3,SciPy|Pandas|Matplotlib|Seaborn,4,NumPy|Power BI,7.3,1,Computer Science|AI & Data Science|Information Technology|Electronics|Computer Engineering,M.Tech,1-2 years,0,1,12,782,2024-10-05,2025-03-19,1,0.33,1
LIST0291,Robinhood,iOS Development Intern,iOS Development,On-site,Toronto,Canada,1583,CAD,6,UIKit|CocoaPods|ARKit|Combine,4,Firebase|Xcode,5.1,1,Computer Science|Computer Engineering|Electronics|Information Technology,B.Sc CS|M.Tech|MCA,0-1 year,0,1,1,23,2024-06-23,2025-08-06,1,0.4,1
LIST0292,Observe.AI,NLP / GenAI Intern,NLP / GenAI,Remote,Remote,India,30983,INR,6,Transformers|Python|NLTK|BERT|OpenAI API|GPT,6,LangChain|spaCy,5.8,2,Information Technology|Electronics|Computer Science,B.Tech|B.Sc CS,1-2 years,1,1,9,154,2024-09-20,2025-08-19,0,0.55,1
LIST0293,ShareChat,iOS Development Intern,iOS Development,Hybrid,Pune,India,10385,INR,2,ARKit|UIKit|Swift|Core Data|Combine,5,SwiftUI|REST API,5.1,1,AI & Data Science|Computer Science,B.Sc CS,1-2 years,0,1,15,403,2024-08-14,2025-09-02,0,0.5,1
LIST0294,Paytm,Android Development Intern,Android Development,On-site,Noida,India,20611,INR,3,Firebase|REST API|Java|MVVM|SQLite,5,Retrofit|Jetpack Compose,6.8,2,Electronics|Information Technology|Computer Engineering|AI & Data Science|Computer Science,B.Tech,1-2 years,1,1,2,19,2024-08-01,2025-04-02,0,0.5,1
LIST0295,GitLab,DevOps Intern,DevOps,On-site,San Francisco,USA,1454,USD,3,Ansible|Terraform|CI/CD|Jenkins,4,Linux|Docker,7.0,1,Electronics|Information Technology|Computer Engineering|Computer Science|AI & Data Science,B.Tech|BCA|MCA,Fresher,0,1,2,52,2024-08-11,2025-01-16,1,0.36,1
LIST0296,OpenAI,NLP / GenAI Intern,NLP / GenAI,Remote,Remote,Singapore,3022,SGD,1,Python|BERT|Vector DBs|Hugging Face|RAG,5,GPT|NLTK,5.3,2,Information Technology|Computer Engineering,M.Tech,1-2 years,1,1,6,57,2024-06-27,2025-11-09,1,0.45,1
LIST0297,SigTuple,Computer Vision Intern,Computer Vision,Remote,Remote,India,31719,INR,2,Deep Learning|TensorFlow|Python,3,OpenCV|YOLO,6.4,2,Computer Engineering|AI & Data Science|Electronics|Information Technology|Computer Science,BCA|B.Sc CS|B.Tech,0-1 year,1,1,11,113,2024-08-16,2025-05-03,0,0.3,1
LIST0298,Zomato,Web Development Intern,Web Development,Hybrid,Bangalore,India,23214,INR,6,JavaScript|Node.js|Angular|CSS,4,TypeScript|Django,6.0,2,AI & Data Science|Information Technology|Electronics|Computer Engineering|Computer Science,B.Sc CS,1-2 years,0,1,7,187,2024-07-10,2025-03-08,0,0.31,0
LIST0299,Myntra,iOS Development Intern,iOS Development,On-site,Delhi,India,32801,INR,6,CocoaPods|UIKit|Xcode|Firebase|SwiftUI,5,ARKit|Core Data,6.6,3,Computer Engineering|Information Technology|Computer Science|AI & Data Science|Electronics,M.Tech|MCA,0-1 year,1,1,4,72,2024-06-02,2025-12-12,0,0.5,1
LIST0300,Palo Alto Networks,Cybersecurity Intern,Cybersecurity,Remote,Remote,Singapore,2956,SGD,2,Wireshark|Nmap|Metasploit|Python,4,Networking|Linux,6.7,3,AI & Data Science|Electronics|Computer Engineering,B.Sc CS|MCA|B.Tech,0-1 year,0,1,17,101,2024-10-07,2025-03-20,1,0.36,1
LIST0301,Meesho,iOS Development Intern,iOS Development,On-site,Hyderabad,India,34155,INR,2,SwiftUI|Xcode|ARKit|CocoaPods|Firebase|Core Data,6,Swift|Combine,5.9,1,Computer Science|AI & Data Science|Information Technology|Computer Engineering|Electronics,MCA,0-1 year,1,1,12,382,2024-11-11,2025-06-06,0,0.6,1
LIST0302,Flipkart,Data Engineering Intern,Data Engineering,Hybrid,Pune,India,16098,INR,3,SQL|ETL|BigQuery,3,Scala|Hadoop,5.3,1,Electronics|Computer Engineering|AI & Data Science|Information Technology,B.Tech|M.Tech,Fresher,1,1,13,144,2024-11-04,2025-07-28,0,0.27,0
LIST0303,Chargebee,Full Stack Development Intern,Full Stack Development,On-site,Noida,India,16912,INR,6,TypeScript|Node.js|Docker|Redis|React,5,PostgreSQL|GraphQL,5.7,1,Computer Science|Information Technology|AI & Data Science|Electronics,B.Tech|M.Tech|B.Sc CS,0-1 year,0,1,10,67,2024-08-28,2025-03-26,0,0.5,1
LIST0304,Krutrim,NLP / GenAI Intern,NLP / GenAI,Hybrid,Mumbai,India,8094,INR,6,OpenAI API|LangChain|Transformers,3,Hugging Face|Vector DBs,6.5,3,AI & Data Science|Electronics|Computer Science,MCA|B.Tech,1-2 years,0,1,9,169,2024-08-23,2025-02-20,0,0.27,0
LIST0305,Myntra,iOS Development Intern,iOS Development,Hybrid,Hyderabad,India,24982,INR,6,Swift|Core Data|Combine|ARKit|SwiftUI,5,UIKit|Xcode,5.2,3,AI & Data Science|Information Technology|Computer Engineering,B.E.,Fresher,0,1,8,180,2024-11-07,2025-06-16,0,0.5,1
LIST0306,Notion,Full Stack Development Intern,Full Stack Development,On-site,London,UK,1522,GBP,3,React|REST API|Express.js,3,MongoDB|TypeScript,5.1,2,Information Technology|AI & Data Science|Computer Engineering|Computer Science|Electronics,B.Tech,0-1 year,0,1,9,231,2024-10-23,2025-12-01,1,0.3,1
LIST0307,Polygon,Blockchain Intern,Blockchain,Remote,Remote,India,33109,INR,3,Solidity|Smart Contracts|Hardhat|Rust|Ethereum|MetaMask,6,IPFS|DeFi,5.7,3,AI & Data Science|Electronics|Computer Science,M.Tech,1-2 years,0,1,19,1460,2024-12-13,2025-12-24,0,0.6,1
LIST0308,GitHub,Web Development Intern,Web Development,Remote,Remote,Singapore,3113,SGD,3,Tailwind CSS|Angular|HTML|Flask,4,REST API|JavaScript,5.2,3,Computer Science|Electronics|Information Technology,M.Tech,0-1 year,0,1,20,240,2024-11-07,2025-05-01,1,0.31,1
LIST0309,Twilio,Full Stack Development Intern,Full Stack Development,Remote,Remote,Singapore,1911,SGD,2,MongoDB|Redis|React|PostgreSQL,4,Node.js|Docker,5.7,1,Computer Science|Computer Engineering|Information Technology,B.Tech|B.E.|B.Sc CS,1-2 years,0,1,17,47,2024-09-24,2025-06-17,1,0.4,1
LIST0310,Bosch India,Embedded Systems / IoT Intern,Embedded Systems / IoT,Hybrid,Ahmedabad,India,17335,INR,6,PCB Design|FreeRTOS|MQTT|C,4,Sensors|C++,7.1,2,Computer Engineering|Electronics|Computer Science|AI & Data Science,BCA|MCA,1-2 years,0,1,3,15,2024-09-25,2025-10-03,0,0.36,0
LIST0311,Junglee Games,Game Development Intern,Game Development,On-site,Mumbai,India,29816,INR,6,C#|Game Physics|OpenGL|Shader Programming|Godot|Unity,6,C++|Blender,6.1,1,Information Technology|Computer Science,M.Tech|B.Sc CS,1-2 years,0,1,1,60,2024-09-11,2025-01-09,0,0.6,1
LIST0312,Groww,Web Development Intern,Web Development,Hybrid,Pune,India,15034,INR,6,Django|TypeScript|REST API|Vue.js,4,HTML|CSS,7.2,3,Information Technology|Computer Engineering|AI & Data Science|Computer Science|Electronics,M.Tech|MCA|B.Sc CS,1-2 years,1,1,7,12,2024-09-24,2025-10-14,0,0.31,0
LIST0313,Juspay,Full Stack Development Intern,Full Stack Development,Remote,Remote,India,17824,INR,6,Docker|Express.js|MongoDB|Redis|GraphQL,5,PostgreSQL|Node.js,5.7,3,AI & Data Science|Computer Engineering|Computer Science|Electronics|Information Technology,M.Tech|B.E.|B.Tech,0-1 year,0,1,2,2,2024-12-11,2025-10-26,0,0.5,1
LIST0314,Tessolve,Embedded Systems / IoT Intern,Embedded Systems / IoT,Hybrid,Ahmedabad,India,20905,INR,2,Sensors|PCB Design|Assembly,3,MQTT|RTOS,6.2,3,Computer Science|Computer Engineering|Information Technology|AI & Data Science|Electronics,B.Sc CS|MCA|B.E.,1-2 years,0,1,6,19,2024-11-12,2025-03-23,0,0.27,0
LIST0315,Zepto,Web Development Intern,Web Development,Remote,Remote,India,28736,INR,6,Node.js|Angular|HTML|JavaScript|TypeScript,5,Flask|Bootstrap,6.3,3,Computer Science|Electronics,B.Tech|M.Tech|B.Sc CS,1-2 years,0,1,9,301,2024-11-17,2025-03-20,0,0.38,0
LIST0316,Tiger Analytics,Data Science Intern,Data Science,Remote,Remote,India,12495,INR,3,Statistics|Power BI|Matplotlib|Tableau|R,5,Python|NumPy,7.4,2,Information Technology|Computer Science|AI & Data Science|Computer Engineering,M.Tech|B.E.|B.Sc CS,0-1 year,1,1,17,345,2024-11-25,2025-04-19,0,0.42,0
LIST0317,DataRobot,Data Science Intern,Data Science,On-site,London,UK,3638,GBP,1,Statistics|Matplotlib|SQL|Excel|SciPy|Python,6,Power BI|NumPy,6.7,2,Computer Science|Computer Engineering|AI & Data Science|Information Technology,B.E.|M.Tech|B.Sc CS,Fresher,0,1,10,114,2024-07-24,2025-11-10,1,0.5,1
LIST0318,Sankalp Semiconductor,Embedded Systems / IoT Intern,Embedded Systems / IoT,Remote,Remote,India,25236,INR,2,Assembly|RTOS|IoT Protocols,3,Arduino|MQTT,6.2,2,Computer Science|AI & Data Science|Electronics,B.Sc CS|M.Tech,0-1 year,0,1,17,622,2024-09-18,2025-09-25,0,0.27,0
LIST0319,Anthropic,NLP / GenAI Intern,NLP / GenAI,Remote,Remote,Singapore,1916,SGD,2,Python|Hugging Face|spaCy|GPT|Vector DBs,5,NLTK|OpenAI API,7.3,3,Computer Engineering|Electronics|AI & Data Science|Computer Science|Information Technology,B.Sc CS,0-1 year,0,1,15,423,2024-10-07,2025-06-19,1,0.45,1
LIST0320,Hedera,Blockchain Intern,Blockchain,Remote,Remote,Singapore,807,SGD,6,Web3.js|MetaMask|IPFS,3,DeFi|Rust,6.1,3,Electronics|Information Technology|AI & Data Science|Computer Engineering|Computer Science,M.Tech|B.Sc CS,1-2 years,0,1,19,130,2024-06-26,2025-10-02,1,0.3,1
LIST0321,PhonePe,Android Development Intern,Android Development,On-site,Pune,India,31563,INR,3,REST API|Firebase|XML|Kotlin|Retrofit,5,Jetpack Compose|Android Studio,7.5,2,AI & Data Science|Electronics|Information Technology|Computer Science|Computer Engineering,MCA|B.Tech|BCA,Fresher,0,1,10,206,2024-10-24,2025-11-07,0,0.5,0
LIST0322,Swiggy,Web Development Intern,Web Development,Hybrid,Gurgaon,India,12087,INR,3,Flask|Django|React|Bootstrap|TypeScript|REST API,6,Tailwind CSS|Vue.js,6.4,2,AI & Data Science|Electronics|Information Technology,M.Tech|B.E.|MCA,Fresher,0,1,18,112,2024-11-16,2025-03-21,0,0.46,1
LIST0323,Niramai,Computer Vision Intern,Computer Vision,Remote,Remote,India,19691,INR,1,Image Processing|YOLO|NumPy,3,TensorFlow|Deep Learning,5.6,1,Information Technology|Electronics|Computer Science|Computer Engineering|AI & Data Science,BCA,0-1 year,0,1,15,236,2024-12-21,2025-05-04,0,0.3,0
LIST0324,Pinterest,iOS Development Intern,iOS Development,Remote,Remote,Singapore,3563,SGD,3,Combine|Swift|Firebase|ARKit,4,REST API|UIKit,7.3,1,Electronics|Information Technology|Computer Engineering,B.Sc CS|MCA|B.Tech,0-1 year,1,1,12,558,2024-06-20,2025-12-04,1,0.4,1
LIST0325,Krutrim,NLP / GenAI Intern,NLP / GenAI,Hybrid,Pune,India,22972,INR,3,Vector DBs|RAG|LangChain|NLTK|OpenAI API,5,Hugging Face|BERT,5.8,1,Electronics|Computer Science|Computer Engineering|AI & Data Science|Information Technology,MCA,Fresher,0,1,16,462,2024-08-22,2025-09-27,0,0.45,1
LIST0326,CrowdStrike,Cybersecurity Intern,Cybersecurity,Remote,Remote,Singapore,1974,SGD,1,Kali Linux|Linux|Burp Suite,3,Networking|Metasploit,6.5,1,Information Technology|Electronics|Computer Science,B.Tech|B.E.,0-1 year,0,1,3,14,2024-09-18,2025-11-09,1,0.27,0
LIST0327,LatentView,Data Science Intern,Data Science,On-site,Gurgaon,India,28560,INR,6,SciPy|R|SQL|Excel|Seaborn,5,Power BI|Tableau,6.8,2,AI & Data Science|Information Technology,M.Tech|MCA|B.E.,1-2 years,0,1,7,214,2024-11-22,2025-08-04,0,0.42,0
LIST0328,InMobi,Web Development Intern,Web Development,On-site,Gurgaon,India,22770,INR,3,REST API|Django|Bootstrap|CSS|Flask|React,6,Angular|TypeScript,7.0,1,Computer Science|Electronics,M.Tech,1-2 years,0,1,3,44,2024-12-07,2025-10-15,0,0.46,0
LIST0329,Microsoft Azure,Cloud Computing Intern,Cloud Computing,Hybrid,Seattle,USA,3753,USD,6,Kubernetes|Linux|CI/CD,3,CloudFormation|AWS,5.9,2,Computer Engineering|Electronics|AI & Data Science|Computer Science,M.Tech|BCA,1-2 years,0,1,11,55,2024-10-04,2025-05-01,1,0.25,0
